index, timestamp, temp, press, humid, alt, millis, ir, full, visible, lux, tvoc, eco2, h2, eth
0, 17:39:01, 0.00,0.00,0.00,0.00,44330.00, 
1, 17:39:01, 12645,1273,8431,7158,330.600281,0,0,0,0
 
2, 17:39:02, 0.00,0.00,0.00,0.00,44330.00, 
3, 17:39:03, 14008,1274,8437,7163,330.826843,0,0,0,0
 
4, 17:39:04, 0.00,0.00,0.00,0.00,44330.00, 
5, 17:39:04, 15371,1277,8450,7173,331.240845,0,0,0,0
 
6, 17:39:05, 0.00,0.00,0.00,0.00,44330.00, 
7, 17:39:05, 16734,1276,8445,7169,331.067383,0,0,0,0
 
8, 17:39:06, 0.00,0.00,0.00,0.00,44330.00, 
9, 17:39:07, 18097,1277,8452,7175,331.347137,0,0,0,0
 
