index, timestamp, temp, press, humid, alt, millis, ir, full, visible, lux, tvoc, eco2, h2, eth
0, 17:57:26, 0.00,0.00,0.00,0.00,44330.00, 
1, 17:57:26, 12609,1165,7664,6499,299.803375,0,0,0,0
 
2, 17:57:27, 0.00,0.00,0.00,0.00,44330.00, 
3, 17:57:28, 13972,1164,7661,6497,299.736206,0,0,0,0
 
4, 17:57:29, 0.00,0.00,0.00,0.00,44330.00, 
5, 17:57:29, 15335,1163,7654,6491,299.456451,0,0,0,0
 
6, 17:57:30, 0.00,0.00,0.00,0.00,44330.00, 
7, 17:57:30, 16698,1165,7663,6498,299.750214,0,0,0,0
 
8, 17:57:31, 0.00,0.00,0.00,0.00,44330.00, 
9, 17:57:32, 18061,1165,7664,6499,299.803375,0,0,0,0
 
