index, timestamp, temp, press, humid, alt, millis, ir, full, visible, lux, tvoc, eco2, h2, eth
0, 17:01:06, 0.00,0.00,0.00,0.00,44330.00, 
1, 17:01:06, 12627,1109,7685,6576,306.110779,0,0,0,0
 
2, 17:01:07, 0.00,0.00,0.00,0.00,44330.00, 
3, 17:01:08, 13990,1112,7700,6588,306.630493,0,0,0,0
 
4, 17:01:09, 0.00,0.00,0.00,0.00,44330.00, 
5, 17:01:09, 15353,1110,7688,6578,306.177490,0,0,0,0
 
6, 17:01:10, 0.00,0.00,0.00,0.00,44330.00, 
7, 17:01:10, 16716,1110,7687,6577,306.124237,0,0,0,0
 
8, 17:01:11, 0.00,0.00,0.00,0.00,44330.00, 
9, 17:01:12, 18079,1110,7688,6578,306.177490,0,0,0,0
 
