index, timestamp, temp, press, humid, alt, millis, ir, full, visible, lux, tvoc, eco2, h2, eth
0, 19:15:38, 0.00,0.00,0.00,0.00,44330.00, 
1, 19:15:39, 12622,839,5176,4337,197.689438,0,0,0,0
 
2, 19:15:40, 0.00,0.00,0.00,0.00,44330.00, 
3, 19:15:40, 13985,833,5142,4309,196.435425,0,0,0,0
 
4, 19:15:41, 0.00,0.00,0.00,0.00,44330.00, 
5, 19:15:41, 15347,820,5069,4249,193.753723,0,0,0,0
 
6, 19:15:42, 0.00,0.00,0.00,0.00,44330.00, 
7, 19:15:43, 16709,817,5057,4240,193.391617,0,0,0,0
 
8, 19:15:44, 0.00,0.00,0.00,0.00,44330.00, 
9, 19:15:44, 18072,840,5177,4337,197.651260,0,0,0,0
 
