index, timestamp, temp, press, humid, alt, millis, ir, full, visible, lux, tvoc, eco2, h2, eth
0, 17:29:16, 0.00,0.00,0.00,0.00,44330.00, 
1, 17:29:16, 12605,1326,8807,7481,345.692719,0,0,0,0
 
2, 17:29:17, 0.00,0.00,0.00,0.00,44330.00, 
3, 17:29:18, 13968,1324,8794,7470,345.186371,0,0,0,0
 
4, 17:29:19, 0.00,0.00,0.00,0.00,44330.00, 
5, 17:29:19, 15331,1321,8780,7459,344.719299,0,0,0,0
 
6, 17:29:20, 0.00,0.00,0.00,0.00,44330.00, 
7, 17:29:20, 16694,1321,8778,7457,344.612946,0,0,0,0
 
8, 17:29:21, 0.00,0.00,0.00,0.00,44330.00, 
9, 17:29:22, 18057,1321,8781,7460,344.772491,0,0,0,0
 
