index, timestamp, temp, press, humid, alt, millis, ir, full, visible, lux, tvoc, eco2, h2, eth
0, 17:50:56, 0.00,0.00,0.00,0.00,44330.00, 
1, 17:50:56, 12653,1210,7999,6789,313.454742,0,0,0,0
 
2, 17:50:57, 0.00,0.00,0.00,0.00,44330.00, 
3, 17:50:58, 14016,1209,7992,6783,313.174988,0,0,0,0
 
4, 17:50:59, 0.00,0.00,0.00,0.00,44330.00, 
5, 17:50:59, 15379,1210,7995,6785,313.242096,0,0,0,0
 
6, 17:51:00, 0.00,0.00,0.00,0.00,44330.00, 
7, 17:51:00, 16742,1210,7993,6783,313.135803,0,0,0,0
 
8, 17:51:01, 0.00,0.00,0.00,0.00,44330.00, 
9, 17:51:02, 18105,1210,7997,6787,313.348419,0,0,0,0
 
