index, timestamp, temp, press, humid, alt, millis, ir, full, visible, lux, tvoc, eco2, h2, eth
0, 17:40:06, 0.00,0.00,0.00,0.00,44330.00, 
1, 17:40:06, 12620,1266,8386,7120,328.854675,0,0,0,0
 
2, 17:40:07, 0.00,0.00,0.00,0.00,44330.00, 
3, 17:40:08, 13983,1260,8360,7100,328.026794,0,0,0,0
 
4, 17:40:09, 0.00,0.00,0.00,0.00,44330.00, 
5, 17:40:09, 15346,1254,8333,7079,327.145782,0,0,0,0
 
6, 17:40:10, 0.00,0.00,0.00,0.00,44330.00, 
7, 17:40:10, 16709,1238,8248,7010,324.105408,0,0,0,0
 
8, 17:40:11, 0.00,0.00,0.00,0.00,44330.00, 
9, 17:40:12, 18072,1237,8245,7008,324.038361,0,0,0,0
 
