index, timestamp, temp, press, humid, alt, millis, ir, full, visible, lux, tvoc, eco2, h2, eth
0, 19:08:03, 0.00,0.00,0.00,0.00,44330.00, 
1, 19:08:04, 4417,841,5286,4445,203.336472,0,0,0,0
 
2, 19:08:05, 0.00,0.00,0.00,0.00,44330.00, 
3, 19:08:05, 5780,848,5320,4472,204.498840,0,0,0,0
 
4, 19:08:06, 0.00,0.00,0.00,0.00,44330.00, 
5, 19:08:06, 7143,868,5419,4551,207.918640,0,0,0,0
 
6, 19:08:07, 0.00,0.00,0.00,0.00,44330.00, 
7, 19:08:08, 8506,866,5412,4546,207.730377,0,0,0,0
 
8, 19:08:09, 0.00,0.00,0.00,0.00,44330.00, 
9, 19:08:09, 9869,824,5197,4373,200.172836,0,0,0,0
 
