index, timestamp, temp, press, humid, alt, millis, ir, full, visible, lux, tvoc, eco2, h2, eth
0, 17:49:51, 0.00,0.00,0.00,0.00,44330.00, 
1, 17:49:51, 12624,1208,7997,6789,313.533142,0,0,0,0
 
2, 17:49:52, 0.00,0.00,0.00,0.00,44330.00, 
3, 17:49:53, 13987,1207,7991,6784,313.306549,0,0,0,0
 
4, 17:49:54, 0.00,0.00,0.00,0.00,44330.00, 
5, 17:49:54, 15350,1207,7988,6781,313.147064,0,0,0,0
 
6, 17:49:55, 0.00,0.00,0.00,0.00,44330.00, 
7, 17:49:55, 16713,1206,7990,6784,313.345734,0,0,0,0
 
8, 17:49:56, 0.00,0.00,0.00,0.00,44330.00, 
9, 17:49:57, 18076,1206,7984,6778,313.026794,0,0,0,0
 
