index, timestamp, temp, press, humid, alt, millis, ir, full, visible, lux, tvoc, eco2, h2, eth
0, 19:25:48, 0.00,0.00,0.00,0.00,44330.00, 
1, 19:25:48, 12629,833,5039,4206,190.982285,0,0,0,0
 
2, 19:25:49, 0.00,0.00,0.00,0.00,44330.00, 
3, 19:25:50, 13992,832,5034,4202,190.808533,0,0,0,0
 
4, 19:25:51, 0.00,0.00,0.00,0.00,44330.00, 
5, 19:25:51, 15355,832,5032,4200,190.702713,0,0,0,0
 
6, 19:25:52, 0.00,0.00,0.00,0.00,44330.00, 
7, 19:25:53, 16718,832,5034,4202,190.808533,0,0,0,0
 
8, 19:25:54, 0.00,0.00,0.00,0.00,44330.00, 
9, 19:25:54, 18081,832,5036,4204,190.914352,0,0,0,0
 
