index, timestamp, temp, press, humid, alt, millis, ir, full, visible, lux, tvoc, eco2, h2, eth
0, 19:32:18, 0.00,0.00,0.00,0.00,44330.00, 
1, 19:32:18, 12621,806,4841,4035,182.957794,0,0,0,0
 
2, 19:32:19, 0.00,0.00,0.00,0.00,44330.00, 
3, 19:32:20, 13984,805,4836,4031,182.783997,0,0,0,0
 
4, 19:32:21, 0.00,0.00,0.00,0.00,44330.00, 
5, 19:32:21, 15347,805,4833,4028,182.625336,0,0,0,0
 
6, 19:32:22, 0.00,0.00,0.00,0.00,44330.00, 
7, 19:32:23, 16710,805,4831,4026,182.519562,0,0,0,0
 
8, 19:32:24, 0.00,0.00,0.00,0.00,44330.00, 
9, 19:32:24, 18073,804,4827,4023,182.398666,0,0,0,0
 
