index, timestamp, temp, press, humid, alt, millis, ir, full, visible, lux, tvoc, eco2, h2, eth
0, 17:45:31, 0.00,0.00,0.00,0.00,44330.00, 
1, 17:45:31, 12663,1239,8197,6958,321.301544,0,0,0,0
 
2, 17:45:32, 0.00,0.00,0.00,0.00,44330.00, 
3, 17:45:33, 14026,1238,8191,6953,321.074951,0,0,0,0
 
4, 17:45:34, 0.00,0.00,0.00,0.00,44330.00, 
5, 17:45:34, 15389,1238,8191,6953,321.074951,0,0,0,0
 
6, 17:45:35, 0.00,0.00,0.00,0.00,44330.00, 
7, 17:45:35, 16752,1237,8188,6951,321.007843,0,0,0,0
 
8, 17:45:36, 0.00,0.00,0.00,0.00,44330.00, 
9, 17:45:37, 18115,1236,8183,6947,320.834412,0,0,0,0
 
