index, timestamp, temp, press, humid, alt, millis, ir, full, visible, lux, tvoc, eco2, h2, eth
0, 17:56:21, 0.00,0.00,0.00,0.00,44330.00, 
1, 17:56:21, 12640,1174,7726,6552,302.267853,0,0,0,0
 
2, 17:56:22, 0.00,0.00,0.00,0.00,44330.00, 
3, 17:56:23, 14003,1174,7724,6550,302.161591,0,0,0,0
 
4, 17:56:24, 0.00,0.00,0.00,0.00,44330.00, 
5, 17:56:24, 15366,1173,7719,6546,301.988098,0,0,0,0
 
6, 17:56:25, 0.00,0.00,0.00,0.00,44330.00, 
7, 17:56:25, 16729,1171,7711,6540,301.747528,0,0,0,0
 
8, 17:56:26, 0.00,0.00,0.00,0.00,44330.00, 
9, 17:56:27, 18092,1171,7704,6533,301.375488,0,0,0,0
 
