index, timestamp, temp, press, humid, alt, millis, ir, full, visible, lux, tvoc, eco2, h2, eth
0, 17:37:56, 0.00,0.00,0.00,0.00,44330.00, 
1, 17:37:56, 12640,1284,8505,7221,333.518005,0,0,0,0
 
2, 17:37:57, 0.00,0.00,0.00,0.00,44330.00, 
3, 17:37:58, 14003,1284,8497,7213,333.092743,0,0,0,0
 
4, 17:37:59, 0.00,0.00,0.00,0.00,44330.00, 
5, 17:37:59, 15366,1284,8500,7216,333.252228,0,0,0,0
 
6, 17:38:00, 0.00,0.00,0.00,0.00,44330.00, 
7, 17:38:00, 16729,1283,8495,7212,333.078766,0,0,0,0
 
8, 17:38:01, 0.00,0.00,0.00,0.00,44330.00, 
9, 17:38:02, 18092,1282,8486,7204,332.692688,0,0,0,0
 
