index, timestamp, temp, press, humid, alt, millis, ir, full, visible, lux, tvoc, eco2, h2, eth
0, 17:42:16, 0.00,0.00,0.00,0.00,44330.00, 
1, 17:42:16, 12635,1248,8272,7024,324.457153,0,0,0,0
 
2, 17:42:17, 0.00,0.00,0.00,0.00,44330.00, 
3, 17:42:18, 13998,1248,8268,7020,324.244537,0,0,0,0
 
4, 17:42:19, 0.00,0.00,0.00,0.00,44330.00, 
5, 17:42:19, 15361,1247,8264,7017,324.124268,0,0,0,0
 
6, 17:42:20, 0.00,0.00,0.00,0.00,44330.00, 
7, 17:42:20, 16724,1247,8265,7018,324.177429,0,0,0,0
 
8, 17:42:21, 0.00,0.00,0.00,0.00,44330.00, 
9, 17:42:22, 18087,1249,8272,7023,324.364777,0,0,0,0
 
