index, timestamp, temp, press, humid, alt, millis, ir, full, visible, lux, tvoc, eco2, h2, eth
0, 17:22:32, 0.00,0.00,0.00,0.00,44330.00, 
1, 17:22:32, 8689,1168,7872,6704,310.585968,0,0,0,0
 
2, 17:22:33, 0.00,0.00,0.00,0.00,44330.00, 
3, 17:22:34, 10051,1286,8563,7277,336.416840,0,0,0,0
 
4, 17:22:35, 0.00,0.00,0.00,0.00,44330.00, 
5, 17:22:35, 11413,1286,8557,7271,336.097778,0,0,0,0
 
6, 17:22:36, 0.00,0.00,0.00,0.00,44330.00, 
7, 17:22:36, 12775,1284,8550,7266,335.910492,0,0,0,0
 
8, 17:22:37, 0.00,0.00,0.00,0.00,44330.00, 
9, 17:22:38, 14137,1285,8552,7267,335.924377,0,0,0,0
 
