index, timestamp, temp, press, humid, alt, millis, ir, full, visible, lux, tvoc, eco2, h2, eth
0, 19:12:23, 0.00,0.00,0.00,0.00,44330.00, 
1, 19:12:24, 12639,849,5261,4412,201.280457,0,0,0,0
 
2, 19:12:25, 0.00,0.00,0.00,0.00,44330.00, 
3, 19:12:25, 14002,851,5266,4415,201.362900,0,0,0,0
 
4, 19:12:26, 0.00,0.00,0.00,0.00,44330.00, 
5, 19:12:26, 15365,850,5261,4411,201.189224,0,0,0,0
 
6, 19:12:27, 0.00,0.00,0.00,0.00,44330.00, 
7, 19:12:28, 16728,850,5264,4414,201.348160,0,0,0,0
 
8, 19:12:29, 0.00,0.00,0.00,0.00,44330.00, 
9, 19:12:29, 18091,851,5267,4416,201.415878,0,0,0,0
 
