index, timestamp, temp, press, humid, alt, millis, ir, full, visible, lux, tvoc, eco2, h2, eth
0, 19:00:43, b'0.00,0.00,0.00,0.00,44330.00,' 
1, 19:00:43, b'12576,925,5754,4829,220.466934,0,0,0,0\r\n' 
2, 19:00:44, b'0.00,0.00,0.00,0.00,44330.00,' 
3, 19:00:44, b'13939,926,5754,4828,220.375641,0,0,0,0\r\n' 
4, 19:00:45, b'0.00,0.00,0.00,0.00,44330.00,' 
5, 19:00:46, b'15302,925,5754,4829,220.466934,0,0,0,0\r\n' 
6, 19:00:47, b'0.00,0.00,0.00,0.00,44330.00,' 
7, 19:00:47, b'16665,925,5753,4828,220.413940,0,0,0,0\r\n' 
8, 19:00:48, b'0.00,0.00,0.00,0.00,44330.00,' 
9, 19:00:49, b'18028,924,5749,4825,220.293274,0,0,0,0\r\n' 
